Substance,Source,Specific_Measure,Type_Event,Region,PRUID,Time_Period,Year_Quarter,Aggregator,Disaggregator,Unit,Value
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Prince Edward Island,11,By year,2021 (Jan to Sep),60 years or more,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Prince Edward Island,11,By year,2021 (Jan to Sep),60 years or more,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Prince Edward Island,11,By year,2020,0 to 19 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Prince Edward Island,11,By year,2020,0 to 19 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Prince Edward Island,11,By year,2020,20 to 29 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Prince Edward Island,11,By year,2020,20 to 29 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Prince Edward Island,11,By year,2020,30 to 39 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Prince Edward Island,11,By year,2020,30 to 39 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Prince Edward Island,11,By year,2020,40 to 49 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Prince Edward Island,11,By year,2020,40 to 49 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Prince Edward Island,11,By year,2020,50 to 59 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Prince Edward Island,11,By year,2020,50 to 59 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Prince Edward Island,11,By year,2020,60 years or more,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Prince Edward Island,11,By year,2020,60 years or more,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2021 (Jan to Sep),0 to 19 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2021 (Jan to Sep),0 to 19 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2021 (Jan to Sep),20 to 29 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2021 (Jan to Sep),20 to 29 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2021 (Jan to Sep),30 to 39 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2021 (Jan to Sep),30 to 39 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2021 (Jan to Sep),40 to 49 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2021 (Jan to Sep),40 to 49 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2021 (Jan to Sep),50 to 59 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2021 (Jan to Sep),50 to 59 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2021 (Jan to Sep),60 years or more,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2021 (Jan to Sep),60 years or more,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2020,0 to 19 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2020,0 to 19 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2020,20 to 29 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2020,20 to 29 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2020,30 to 39 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2020,30 to 39 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2020,40 to 49 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2020,40 to 49 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2020,50 to 59 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2020,50 to 59 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2020,60 years or more,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2020,60 years or more,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Yukon,60,By year,2021 (Jan to Sep),0 to 19 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Yukon,60,By year,2021 (Jan to Sep),0 to 19 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Yukon,60,By year,2021 (Jan to Sep),20 to 29 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Yukon,60,By year,2021 (Jan to Sep),20 to 29 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Yukon,60,By year,2021 (Jan to Sep),30 to 39 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Yukon,60,By year,2021 (Jan to Sep),30 to 39 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Yukon,60,By year,2021 (Jan to Sep),40 to 49 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Yukon,60,By year,2021 (Jan to Sep),40 to 49 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Yukon,60,By year,2021 (Jan to Sep),50 to 59 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Yukon,60,By year,2021 (Jan to Sep),50 to 59 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Yukon,60,By year,2021 (Jan to Sep),60 years or more,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Yukon,60,By year,2021 (Jan to Sep),60 years or more,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Yukon,60,By year,2020,0 to 19 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Yukon,60,By year,2020,0 to 19 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Yukon,60,By year,2020,20 to 29 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Yukon,60,By year,2020,20 to 29 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Yukon,60,By year,2020,30 to 39 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Yukon,60,By year,2020,30 to 39 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Yukon,60,By year,2020,40 to 49 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Yukon,60,By year,2020,40 to 49 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Yukon,60,By year,2020,50 to 59 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Yukon,60,By year,2020,50 to 59 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Yukon,60,By year,2020,60 years or more,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Yukon,60,By year,2020,60 years or more,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2021 (Jan to Sep),0 to 19 years,Female,Number,0
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2021 (Jan to Sep),0 to 19 years,Male,Number,0
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2021 (Jan to Sep),20 to 29 years,Female,Number,0
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2021 (Jan to Sep),20 to 29 years,Male,Number,0
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2021 (Jan to Sep),30 to 39 years,Female,Number,0
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2021 (Jan to Sep),30 to 39 years,Male,Number,2
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2021 (Jan to Sep),40 to 49 years,Female,Number,0
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2021 (Jan to Sep),40 to 49 years,Male,Number,1
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2021 (Jan to Sep),50 to 59 years,Female,Number,0
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2021 (Jan to Sep),50 to 59 years,Male,Number,0
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2021 (Jan to Sep),60 years or more,Female,Number,0
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2021 (Jan to Sep),60 years or more,Male,Number,0
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2020,0 to 19 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2020,0 to 19 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2020,20 to 29 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2020,20 to 29 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2020,30 to 39 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2020,30 to 39 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2020,40 to 49 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2020,40 to 49 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2020,50 to 59 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2020,50 to 59 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2020,60 years or more,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2020,60 years or more,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2021 (Jan to Sep),0 to 19 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2021 (Jan to Sep),0 to 19 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2021 (Jan to Sep),20 to 29 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2021 (Jan to Sep),20 to 29 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2021 (Jan to Sep),30 to 39 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2021 (Jan to Sep),30 to 39 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2021 (Jan to Sep),40 to 49 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2021 (Jan to Sep),40 to 49 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2021 (Jan to Sep),50 to 59 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2021 (Jan to Sep),50 to 59 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2021 (Jan to Sep),60 years or more,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2021 (Jan to Sep),60 years or more,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2020,0 to 19 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2020,0 to 19 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2020,20 to 29 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2020,20 to 29 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2020,30 to 39 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2020,30 to 39 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2020,40 to 49 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2020,40 to 49 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2020,50 to 59 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2020,50 to 59 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2020,60 years or more,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2020,60 years or more,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2019,0 to 19 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2019,0 to 19 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2019,20 to 29 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2019,20 to 29 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2019,30 to 39 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2019,30 to 39 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2019,40 to 49 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2019,40 to 49 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2019,50 to 59 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2019,50 to 59 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2019,60 years or more,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2019,60 years or more,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2018,0 to 19 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2018,0 to 19 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2018,20 to 29 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2018,20 to 29 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2018,30 to 39 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2018,30 to 39 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2018,40 to 49 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2018,40 to 49 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2018,50 to 59 years,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2018,50 to 59 years,Male,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2018,60 years or more,Female,Number,Suppr.
Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2018,60 years or more,Male,Number,Suppr.
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,Canada,1,By year,2021 (Jan to Sep),Fentanyl,Female,Percent,25
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,Canada,1,By year,2021 (Jan to Sep),Fentanyl,Male,Percent,75
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,Canada,1,By year,2021 (Jan to Sep),Fentanyl analogues,Female,Percent,25
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,Canada,1,By year,2021 (Jan to Sep),Fentanyl analogues,Male,Percent,75
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,Canada,1,By year,2021 (Jan to Sep),Non-fentanyl opioids,Female,Percent,32
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,Canada,1,By year,2021 (Jan to Sep),Non-fentanyl opioids,Male,Percent,68
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,Canada,1,By year,2020,Fentanyl,Female,Percent,22
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,Canada,1,By year,2020,Fentanyl,Male,Percent,78
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,Canada,1,By year,2020,Fentanyl analogues,Female,Percent,21
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,Canada,1,By year,2020,Fentanyl analogues,Male,Percent,79
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,Canada,1,By year,2020,Non-fentanyl opioids,Female,Percent,34
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,Canada,1,By year,2020,Non-fentanyl opioids,Male,Percent,66
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,Canada,1,By year,2019,Fentanyl,Female,Percent,24
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,Canada,1,By year,2019,Fentanyl,Male,Percent,76
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,Canada,1,By year,2019,Fentanyl analogues,Female,Percent,23
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,Canada,1,By year,2019,Fentanyl analogues,Male,Percent,77
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,Canada,1,By year,2019,Non-fentanyl opioids,Female,Percent,36
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,Canada,1,By year,2019,Non-fentanyl opioids,Male,Percent,64
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,Canada,1,By year,2018,Fentanyl,Female,Percent,23
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,Canada,1,By year,2018,Fentanyl,Male,Percent,77
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,Canada,1,By year,2018,Fentanyl analogues,Female,Percent,21
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,Canada,1,By year,2018,Fentanyl analogues,Male,Percent,79
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,Canada,1,By year,2018,Non-fentanyl opioids,Female,Percent,31
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,Canada,1,By year,2018,Non-fentanyl opioids,Male,Percent,69
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2021 (Jan to Sep),Fentanyl,Female,Percent,15
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2021 (Jan to Sep),Fentanyl,Male,Percent,85
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2021 (Jan to Sep),Fentanyl analogues,Female,Percent,17
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2021 (Jan to Sep),Fentanyl analogues,Male,Percent,83
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2021 (Jan to Sep),Non-fentanyl opioids,Female,Percent,21
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2021 (Jan to Sep),Non-fentanyl opioids,Male,Percent,79
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2020,Fentanyl,Female,Percent,17
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2020,Fentanyl,Male,Percent,83
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2020,Fentanyl analogues,Female,Percent,19
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2020,Fentanyl analogues,Male,Percent,81
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2020,Non-fentanyl opioids,Female,Percent,25
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2020,Non-fentanyl opioids,Male,Percent,75
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2019,Fentanyl,Female,Percent,24
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2019,Fentanyl,Male,Percent,76
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2019,Fentanyl analogues,Female,Percent,19
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2019,Fentanyl analogues,Male,Percent,81
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2019,Non-fentanyl opioids,Female,Percent,32
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2019,Non-fentanyl opioids,Male,Percent,68
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2018,Fentanyl,Female,Percent,20
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2018,Fentanyl,Male,Percent,80
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2018,Fentanyl analogues,Female,Percent,13
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2018,Fentanyl analogues,Male,Percent,87
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2018,Non-fentanyl opioids,Female,Percent,24
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2018,Non-fentanyl opioids,Male,Percent,76
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2021 (Jan to Sep),Fentanyl,Female,Percent,26
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2021 (Jan to Sep),Fentanyl,Male,Percent,74
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2021 (Jan to Sep),Fentanyl analogues,Female,Percent,23
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2021 (Jan to Sep),Fentanyl analogues,Male,Percent,77
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2021 (Jan to Sep),Non-fentanyl opioids,Female,Percent,37
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2021 (Jan to Sep),Non-fentanyl opioids,Male,Percent,63
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2020,Fentanyl,Female,Percent,22
Opioids,Deaths,Type of opioids by sex,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2020,Fentanyl,Male,Percent,78
