REF_DATE,GEO,DGUID,Measure,Characteristics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
Apr-19,"Edmonton, Alberta",,Acetylcodeine,"Upper bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978475,5.14.3,,F,,,2
Apr-19,"Edmonton, Alberta",,Acetylcodeine,"Standard error, load per capita",Grams per one million people per day,411,units,0,v1277978476,5.14.4,,F,,,2
Apr-19,"Edmonton, Alberta",,Acetylcodeine,"Imputation rate, load per capita",Percentage,242,units,0,v1277978477,5.14.5,0,,,,0
Apr-19,"Edmonton, Alberta",,Acetylcodeine,Detection Rate (percentage of samples with positive detection),Percentage,242,units,0,v1277978478,5.14.6,0,,,,0
Apr-19,"Metro Vancouver, British Columbia",,THC-COOH (Cannabis metabolite),Load per capita (grams per one million people per day),Grams per one million people per day,411,units,0,v1277978479,6.1.1,290.28,,,,2
Apr-19,"Metro Vancouver, British Columbia",,THC-COOH (Cannabis metabolite),"Lower bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978480,6.1.2,266.7,,,,2
Apr-19,"Metro Vancouver, British Columbia",,THC-COOH (Cannabis metabolite),"Upper bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978481,6.1.3,313.86,,,,2
Apr-19,"Metro Vancouver, British Columbia",,THC-COOH (Cannabis metabolite),"Standard error, load per capita",Grams per one million people per day,411,units,0,v1277978482,6.1.4,9.64,,,,2
Apr-19,"Metro Vancouver, British Columbia",,THC-COOH (Cannabis metabolite),"Imputation rate, load per capita",Percentage,242,units,0,v1277978483,6.1.5,0,,,,0
Apr-19,"Metro Vancouver, British Columbia",,THC-COOH (Cannabis metabolite),Detection Rate (percentage of samples with positive detection),Percentage,242,units,0,v1277978484,6.1.6,100,,,,0
Apr-19,"Metro Vancouver, British Columbia",,Methamphetamine,Load per capita (grams per one million people per day),Grams per one million people per day,411,units,0,v1277978485,6.2.1,571.18,,,,2
Apr-19,"Metro Vancouver, British Columbia",,Methamphetamine,"Lower bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978486,6.2.2,517.36,,,,2
Apr-19,"Metro Vancouver, British Columbia",,Methamphetamine,"Upper bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978487,6.2.3,624.99,,,,2
Apr-19,"Metro Vancouver, British Columbia",,Methamphetamine,"Standard error, load per capita",Grams per one million people per day,411,units,0,v1277978488,6.2.4,21.99,,,,2
Apr-19,"Metro Vancouver, British Columbia",,Methamphetamine,"Imputation rate, load per capita",Percentage,242,units,0,v1277978489,6.2.5,0,,,,0
Apr-19,"Metro Vancouver, British Columbia",,Methamphetamine,Detection Rate (percentage of samples with positive detection),Percentage,242,units,0,v1277978490,6.2.6,100,,,,0
Apr-19,"Metro Vancouver, British Columbia",,Amphetamine,Load per capita (grams per one million people per day),Grams per one million people per day,411,units,0,v1277978491,6.3.1,60.94,,,,2
Apr-19,"Metro Vancouver, British Columbia",,Amphetamine,"Lower bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978492,6.3.2,55.42,,,,2
Apr-19,"Metro Vancouver, British Columbia",,Amphetamine,"Upper bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978493,6.3.3,66.47,,,,2
Apr-19,"Metro Vancouver, British Columbia",,Amphetamine,"Standard error, load per capita",Grams per one million people per day,411,units,0,v1277978494,6.3.4,2.26,,,,2
Apr-19,"Metro Vancouver, British Columbia",,Amphetamine,"Imputation rate, load per capita",Percentage,242,units,0,v1277978495,6.3.5,0,,,,0
Apr-19,"Metro Vancouver, British Columbia",,Amphetamine,Detection Rate (percentage of samples with positive detection),Percentage,242,units,0,v1277978496,6.3.6,100,,,,0
Apr-19,"Metro Vancouver, British Columbia",,Benzoylecgonine,Load per capita (grams per one million people per day),Grams per one million people per day,411,units,0,v1277978497,6.4.1,859.83,,,,2
Apr-19,"Metro Vancouver, British Columbia",,Benzoylecgonine,"Lower bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978498,6.4.2,679.53,,,,2
Apr-19,"Metro Vancouver, British Columbia",,Benzoylecgonine,"Upper bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978499,6.4.3,1040.14,,,,2
Apr-19,"Metro Vancouver, British Columbia",,Benzoylecgonine,"Standard error, load per capita",Grams per one million people per day,411,units,0,v1277978500,6.4.4,73.69,,,,2
Apr-19,"Metro Vancouver, British Columbia",,Benzoylecgonine,"Imputation rate, load per capita",Percentage,242,units,0,v1277978501,6.4.5,0,,,,0
Apr-19,"Metro Vancouver, British Columbia",,Benzoylecgonine,Detection Rate (percentage of samples with positive detection),Percentage,242,units,0,v1277978502,6.4.6,100,,,,0
Apr-19,"Metro Vancouver, British Columbia",,Cocaine,Load per capita (grams per one million people per day),Grams per one million people per day,411,units,0,v1277978503,6.5.1,308.95,,,,2
Apr-19,"Metro Vancouver, British Columbia",,Cocaine,"Lower bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978504,6.5.2,233.38,,,,2
Apr-19,"Metro Vancouver, British Columbia",,Cocaine,"Upper bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978505,6.5.3,384.51,,,,2
Apr-19,"Metro Vancouver, British Columbia",,Cocaine,"Standard error, load per capita",Grams per one million people per day,411,units,0,v1277978506,6.5.4,30.88,,,,2
Apr-19,"Metro Vancouver, British Columbia",,Cocaine,"Imputation rate, load per capita",Percentage,242,units,0,v1277978507,6.5.5,0,,,,0
Apr-19,"Metro Vancouver, British Columbia",,Cocaine,Detection Rate (percentage of samples with positive detection),Percentage,242,units,0,v1277978508,6.5.6,100,,,,0
Apr-19,"Metro Vancouver, British Columbia",,Ecstasy (MDMA),Load per capita (grams per one million people per day),Grams per one million people per day,411,units,0,v1277978509,6.6.1,195.16,,,,2
Apr-19,"Metro Vancouver, British Columbia",,Ecstasy (MDMA),"Lower bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978510,6.6.2,13.93,,,,2
Apr-19,"Metro Vancouver, British Columbia",,Ecstasy (MDMA),"Upper bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978511,6.6.3,376.4,,,,2
Apr-19,"Metro Vancouver, British Columbia",,Ecstasy (MDMA),"Standard error, load per capita",Grams per one million people per day,411,units,0,v1277978512,6.6.4,66.71,,,,2
Apr-19,"Metro Vancouver, British Columbia",,Ecstasy (MDMA),"Imputation rate, load per capita",Percentage,242,units,0,v1277978513,6.6.5,3,,,,0
Apr-19,"Metro Vancouver, British Columbia",,Ecstasy (MDMA),Detection Rate (percentage of samples with positive detection),Percentage,242,units,0,v1277978514,6.6.6,100,,,,0
Apr-19,"Metro Vancouver, British Columbia",,Morphine,Load per capita (grams per one million people per day),Grams per one million people per day,411,units,0,v1277978515,6.7.1,171.13,,,,2
Apr-19,"Metro Vancouver, British Columbia",,Morphine,"Lower bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978516,6.7.2,163.41,,,,2
Apr-19,"Metro Vancouver, British Columbia",,Morphine,"Upper bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978517,6.7.3,178.85,,,,2
Apr-19,"Metro Vancouver, British Columbia",,Morphine,"Standard error, load per capita",Grams per one million people per day,411,units,0,v1277978518,6.7.4,3.15,,,,2
Apr-19,"Metro Vancouver, British Columbia",,Morphine,"Imputation rate, load per capita",Percentage,242,units,0,v1277978519,6.7.5,0,,,,0
Apr-19,"Metro Vancouver, British Columbia",,Morphine,Detection Rate (percentage of samples with positive detection),Percentage,242,units,0,v1277978520,6.7.6,100,,,,0
Apr-19,"Metro Vancouver, British Columbia",,Codeine,Load per capita (grams per one million people per day),Grams per one million people per day,411,units,0,v1277978521,6.8.1,277.99,,,,2
Apr-19,"Metro Vancouver, British Columbia",,Codeine,"Lower bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978522,6.8.2,255.15,,,,2
Apr-19,"Metro Vancouver, British Columbia",,Codeine,"Upper bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978523,6.8.3,300.84,,,,2
Apr-19,"Metro Vancouver, British Columbia",,Codeine,"Standard error, load per capita",Grams per one million people per day,411,units,0,v1277978524,6.8.4,9.34,,,,2
Apr-19,"Metro Vancouver, British Columbia",,Codeine,"Imputation rate, load per capita",Percentage,242,units,0,v1277978525,6.8.5,0,,,,0
Apr-19,"Metro Vancouver, British Columbia",,Codeine,Detection Rate (percentage of samples with positive detection),Percentage,242,units,0,v1277978526,6.8.6,100,,,,0
Apr-19,"Metro Vancouver, British Columbia",,Methadone,Load per capita (grams per one million people per day),Grams per one million people per day,411,units,0,v1277978527,6.9.1,49.34,,,,2
Apr-19,"Metro Vancouver, British Columbia",,Methadone,"Lower bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978528,6.9.2,46.31,,,,2
Apr-19,"Metro Vancouver, British Columbia",,Methadone,"Upper bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978529,6.9.3,52.37,,,,2
Apr-19,"Metro Vancouver, British Columbia",,Methadone,"Standard error, load per capita",Grams per one million people per day,411,units,0,v1277978530,6.9.4,1.24,,,,2
Apr-19,"Metro Vancouver, British Columbia",,Methadone,"Imputation rate, load per capita",Percentage,242,units,0,v1277978531,6.9.5,0,,,,0
Apr-19,"Metro Vancouver, British Columbia",,Methadone,Detection Rate (percentage of samples with positive detection),Percentage,242,units,0,v1277978532,6.9.6,100,,,,0
Apr-19,"Metro Vancouver, British Columbia",,Oxycodone,Load per capita (grams per one million people per day),Grams per one million people per day,411,units,0,v1277978533,6.10.1,4.48,,,,2
Apr-19,"Metro Vancouver, British Columbia",,Oxycodone,"Lower bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978534,6.10.2,2.65,,,,2
Apr-19,"Metro Vancouver, British Columbia",,Oxycodone,"Upper bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978535,6.10.3,6.31,,,,2
Apr-19,"Metro Vancouver, British Columbia",,Oxycodone,"Standard error, load per capita",Grams per one million people per day,411,units,0,v1277978536,6.10.4,0.75,,,,2
Apr-19,"Metro Vancouver, British Columbia",,Oxycodone,"Imputation rate, load per capita",Percentage,242,units,0,v1277978537,6.10.5,0,,,,0
Apr-19,"Metro Vancouver, British Columbia",,Oxycodone,Detection Rate (percentage of samples with positive detection),Percentage,242,units,0,v1277978538,6.10.6,97,,,,0
Apr-19,"Metro Vancouver, British Columbia",,Fentanyl,Load per capita (grams per one million people per day),Grams per one million people per day,411,units,0,v1277978539,6.11.1,5.8,,,,2
Apr-19,"Metro Vancouver, British Columbia",,Fentanyl,"Lower bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978540,6.11.2,4.07,,,,2
Apr-19,"Metro Vancouver, British Columbia",,Fentanyl,"Upper bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978541,6.11.3,7.53,,,,2
Apr-19,"Metro Vancouver, British Columbia",,Fentanyl,"Standard error, load per capita",Grams per one million people per day,411,units,0,v1277978542,6.11.4,0.71,,,,2
Apr-19,"Metro Vancouver, British Columbia",,Fentanyl,"Imputation rate, load per capita",Percentage,242,units,0,v1277978543,6.11.5,0,,,,0
Apr-19,"Metro Vancouver, British Columbia",,Fentanyl,Detection Rate (percentage of samples with positive detection),Percentage,242,units,0,v1277978544,6.11.6,91,,,,0
Apr-19,"Metro Vancouver, British Columbia",,6-monoacetylmorphine (6-MAM),Load per capita (grams per one million people per day),Grams per one million people per day,411,units,0,v1277978545,6.12.1,0.03,E,,,2
Apr-19,"Metro Vancouver, British Columbia",,6-monoacetylmorphine (6-MAM),"Lower bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978546,6.12.2,,F,,,2
Apr-19,"Metro Vancouver, British Columbia",,6-monoacetylmorphine (6-MAM),"Upper bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978547,6.12.3,,F,,,2
Apr-19,"Metro Vancouver, British Columbia",,6-monoacetylmorphine (6-MAM),"Standard error, load per capita",Grams per one million people per day,411,units,0,v1277978548,6.12.4,,F,,,2
Apr-19,"Metro Vancouver, British Columbia",,6-monoacetylmorphine (6-MAM),"Imputation rate, load per capita",Percentage,242,units,0,v1277978549,6.12.5,0,,,,0
Apr-19,"Metro Vancouver, British Columbia",,6-monoacetylmorphine (6-MAM),Detection Rate (percentage of samples with positive detection),Percentage,242,units,0,v1277978550,6.12.6,0,,,,0
Apr-19,"Metro Vancouver, British Columbia",,Heroin,Load per capita (grams per one million people per day),Grams per one million people per day,411,units,0,v1277978551,6.13.1,0,E,,,2
Apr-19,"Metro Vancouver, British Columbia",,Heroin,"Lower bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978552,6.13.2,,F,,,2
Apr-19,"Metro Vancouver, British Columbia",,Heroin,"Upper bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978553,6.13.3,,F,,,2
Apr-19,"Metro Vancouver, British Columbia",,Heroin,"Standard error, load per capita",Grams per one million people per day,411,units,0,v1277978554,6.13.4,,F,,,2
Apr-19,"Metro Vancouver, British Columbia",,Heroin,"Imputation rate, load per capita",Percentage,242,units,0,v1277978555,6.13.5,0,,,,0
Apr-19,"Metro Vancouver, British Columbia",,Heroin,Detection Rate (percentage of samples with positive detection),Percentage,242,units,0,v1277978556,6.13.6,0,,,,0
Apr-19,"Metro Vancouver, British Columbia",,Acetylcodeine,Load per capita (grams per one million people per day),Grams per one million people per day,411,units,0,v1277978557,6.14.1,0,E,,,2
Apr-19,"Metro Vancouver, British Columbia",,Acetylcodeine,"Lower bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978558,6.14.2,,F,,,2
Apr-19,"Metro Vancouver, British Columbia",,Acetylcodeine,"Upper bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978559,6.14.3,,F,,,2
Apr-19,"Metro Vancouver, British Columbia",,Acetylcodeine,"Standard error, load per capita",Grams per one million people per day,411,units,0,v1277978560,6.14.4,,F,,,2
Apr-19,"Metro Vancouver, British Columbia",,Acetylcodeine,"Imputation rate, load per capita",Percentage,242,units,0,v1277978561,6.14.5,0,,,,0
Apr-19,"Metro Vancouver, British Columbia",,Acetylcodeine,Detection Rate (percentage of samples with positive detection),Percentage,242,units,0,v1277978562,6.14.6,0,,,,0
May-19,"Weighted average, cities measured",,THC-COOH (Cannabis metabolite),Load per capita (grams per one million people per day),Grams per one million people per day,411,units,0,v1277978059,1.1.1,241.98,,,,2
May-19,"Weighted average, cities measured",,THC-COOH (Cannabis metabolite),"Lower bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978060,1.1.2,204.93,,,,2
May-19,"Weighted average, cities measured",,THC-COOH (Cannabis metabolite),"Upper bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978061,1.1.3,279.04,,,,2
May-19,"Weighted average, cities measured",,THC-COOH (Cannabis metabolite),"Standard error, load per capita",Grams per one million people per day,411,units,0,v1277978062,1.1.4,15.14,,,,2
May-19,"Weighted average, cities measured",,THC-COOH (Cannabis metabolite),"Imputation rate, load per capita",Percentage,242,units,0,v1277978063,1.1.5,0,,,,0
May-19,"Weighted average, cities measured",,THC-COOH (Cannabis metabolite),Detection Rate (percentage of samples with positive detection),Percentage,242,units,0,v1277978064,1.1.6,100,,,,0
May-19,"Weighted average, cities measured",,Methamphetamine,Load per capita (grams per one million people per day),Grams per one million people per day,411,units,0,v1277978065,1.2.1,368.31,,,,2
May-19,"Weighted average, cities measured",,Methamphetamine,"Lower bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978066,1.2.2,330.84,,,,2
May-19,"Weighted average, cities measured",,Methamphetamine,"Upper bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978067,1.2.3,405.79,,,,2
May-19,"Weighted average, cities measured",,Methamphetamine,"Standard error, load per capita",Grams per one million people per day,411,units,0,v1277978068,1.2.4,15.32,,,,2
May-19,"Weighted average, cities measured",,Methamphetamine,"Imputation rate, load per capita",Percentage,242,units,0,v1277978069,1.2.5,0,,,,0
May-19,"Weighted average, cities measured",,Methamphetamine,Detection Rate (percentage of samples with positive detection),Percentage,242,units,0,v1277978070,1.2.6,100,,,,0
May-19,"Weighted average, cities measured",,Amphetamine,Load per capita (grams per one million people per day),Grams per one million people per day,411,units,0,v1277978071,1.3.1,51.96,,,,2
May-19,"Weighted average, cities measured",,Amphetamine,"Lower bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978072,1.3.2,44.81,,,,2
May-19,"Weighted average, cities measured",,Amphetamine,"Upper bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978073,1.3.3,59.1,,,,2
May-19,"Weighted average, cities measured",,Amphetamine,"Standard error, load per capita",Grams per one million people per day,411,units,0,v1277978074,1.3.4,2.71,,,,2
May-19,"Weighted average, cities measured",,Amphetamine,"Imputation rate, load per capita",Percentage,242,units,0,v1277978075,1.3.5,1,,,,0
May-19,"Weighted average, cities measured",,Amphetamine,Detection Rate (percentage of samples with positive detection),Percentage,242,units,0,v1277978076,1.3.6,100,,,,0
May-19,"Weighted average, cities measured",,Benzoylecgonine,Load per capita (grams per one million people per day),Grams per one million people per day,411,units,0,v1277978077,1.4.1,830.36,,,,2
May-19,"Weighted average, cities measured",,Benzoylecgonine,"Lower bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978078,1.4.2,599.47,,,,2
May-19,"Weighted average, cities measured",,Benzoylecgonine,"Upper bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978079,1.4.3,1061.25,,,,2
May-19,"Weighted average, cities measured",,Benzoylecgonine,"Standard error, load per capita",Grams per one million people per day,411,units,0,v1277978080,1.4.4,94.36,,,,2
May-19,"Weighted average, cities measured",,Benzoylecgonine,"Imputation rate, load per capita",Percentage,242,units,0,v1277978081,1.4.5,0,,,,0
May-19,"Weighted average, cities measured",,Benzoylecgonine,Detection Rate (percentage of samples with positive detection),Percentage,242,units,0,v1277978082,1.4.6,100,,,,0
May-19,"Weighted average, cities measured",,Cocaine,Load per capita (grams per one million people per day),Grams per one million people per day,411,units,0,v1277978083,1.5.1,302.93,,,,2
May-19,"Weighted average, cities measured",,Cocaine,"Lower bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978084,1.5.2,218.32,,,,2
May-19,"Weighted average, cities measured",,Cocaine,"Upper bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978085,1.5.3,387.55,,,,2
May-19,"Weighted average, cities measured",,Cocaine,"Standard error, load per capita",Grams per one million people per day,411,units,0,v1277978086,1.5.4,34.58,,,,2
May-19,"Weighted average, cities measured",,Cocaine,"Imputation rate, load per capita",Percentage,242,units,0,v1277978087,1.5.5,0,,,,0
May-19,"Weighted average, cities measured",,Cocaine,Detection Rate (percentage of samples with positive detection),Percentage,242,units,0,v1277978088,1.5.6,100,,,,0
May-19,"Weighted average, cities measured",,Ecstasy (MDMA),Load per capita (grams per one million people per day),Grams per one million people per day,411,units,0,v1277978089,1.6.1,50.66,,,,2
May-19,"Weighted average, cities measured",,Ecstasy (MDMA),"Lower bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978090,1.6.2,33.54,,,,2
May-19,"Weighted average, cities measured",,Ecstasy (MDMA),"Upper bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978091,1.6.3,67.79,,,,2
May-19,"Weighted average, cities measured",,Ecstasy (MDMA),"Standard error, load per capita",Grams per one million people per day,411,units,0,v1277978092,1.6.4,6.52,,,,2
May-19,"Weighted average, cities measured",,Ecstasy (MDMA),"Imputation rate, load per capita",Percentage,242,units,0,v1277978093,1.6.5,1,,,,0
May-19,"Weighted average, cities measured",,Ecstasy (MDMA),Detection Rate (percentage of samples with positive detection),Percentage,242,units,0,v1277978094,1.6.6,100,,,,0
May-19,"Weighted average, cities measured",,Morphine,Load per capita (grams per one million people per day),Grams per one million people per day,411,units,0,v1277978095,1.7.1,76.02,,,,2
May-19,"Weighted average, cities measured",,Morphine,"Lower bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978096,1.7.2,62.54,,,,2
May-19,"Weighted average, cities measured",,Morphine,"Upper bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978097,1.7.3,89.49,,,,2
May-19,"Weighted average, cities measured",,Morphine,"Standard error, load per capita",Grams per one million people per day,411,units,0,v1277978098,1.7.4,5.13,,,,2
May-19,"Weighted average, cities measured",,Morphine,"Imputation rate, load per capita",Percentage,242,units,0,v1277978099,1.7.5,1,,,,0
May-19,"Weighted average, cities measured",,Morphine,Detection Rate (percentage of samples with positive detection),Percentage,242,units,0,v1277978100,1.7.6,92,,,,0
May-19,"Weighted average, cities measured",,Codeine,Load per capita (grams per one million people per day),Grams per one million people per day,411,units,0,v1277978101,1.8.1,268.34,,,,2
May-19,"Weighted average, cities measured",,Codeine,"Lower bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978102,1.8.2,255.02,,,,2
May-19,"Weighted average, cities measured",,Codeine,"Upper bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978103,1.8.3,281.65,,,,2
May-19,"Weighted average, cities measured",,Codeine,"Standard error, load per capita",Grams per one million people per day,411,units,0,v1277978104,1.8.4,5.44,,,,2
May-19,"Weighted average, cities measured",,Codeine,"Imputation rate, load per capita",Percentage,242,units,0,v1277978105,1.8.5,0,,,,0
May-19,"Weighted average, cities measured",,Codeine,Detection Rate (percentage of samples with positive detection),Percentage,242,units,0,v1277978106,1.8.6,100,,,,0
May-19,"Weighted average, cities measured",,Methadone,Load per capita (grams per one million people per day),Grams per one million people per day,411,units,0,v1277978107,1.9.1,29.51,,,,2
May-19,"Weighted average, cities measured",,Methadone,"Lower bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978108,1.9.2,26.35,,,,2
May-19,"Weighted average, cities measured",,Methadone,"Upper bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978109,1.9.3,32.67,,,,2
May-19,"Weighted average, cities measured",,Methadone,"Standard error, load per capita",Grams per one million people per day,411,units,0,v1277978110,1.9.4,1.29,,,,2
May-19,"Weighted average, cities measured",,Methadone,"Imputation rate, load per capita",Percentage,242,units,0,v1277978111,1.9.5,0,,,,0
May-19,"Weighted average, cities measured",,Methadone,Detection Rate (percentage of samples with positive detection),Percentage,242,units,0,v1277978112,1.9.6,100,,,,0
May-19,"Weighted average, cities measured",,Oxycodone,Load per capita (grams per one million people per day),Grams per one million people per day,411,units,0,v1277978113,1.10.1,10.37,,,,2
May-19,"Weighted average, cities measured",,Oxycodone,"Lower bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978114,1.10.2,8.62,,,,2
May-19,"Weighted average, cities measured",,Oxycodone,"Upper bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978115,1.10.3,12.12,,,,2
May-19,"Weighted average, cities measured",,Oxycodone,"Standard error, load per capita",Grams per one million people per day,411,units,0,v1277978116,1.10.4,0.66,,,,2
May-19,"Weighted average, cities measured",,Oxycodone,"Imputation rate, load per capita",Percentage,242,units,0,v1277978117,1.10.5,1,,,,0
May-19,"Weighted average, cities measured",,Oxycodone,Detection Rate (percentage of samples with positive detection),Percentage,242,units,0,v1277978118,1.10.6,100,,,,0
May-19,"Weighted average, cities measured",,Fentanyl,Load per capita (grams per one million people per day),Grams per one million people per day,411,units,0,v1277978119,1.11.1,4.9,,,,2
May-19,"Weighted average, cities measured",,Fentanyl,"Lower bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978120,1.11.2,3.21,,,,2
May-19,"Weighted average, cities measured",,Fentanyl,"Upper bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978121,1.11.3,6.58,,,,2
May-19,"Weighted average, cities measured",,Fentanyl,"Standard error, load per capita",Grams per one million people per day,411,units,0,v1277978122,1.11.4,0.62,,,,2
May-19,"Weighted average, cities measured",,Fentanyl,"Imputation rate, load per capita",Percentage,242,units,0,v1277978123,1.11.5,2,,,,0
May-19,"Weighted average, cities measured",,Fentanyl,Detection Rate (percentage of samples with positive detection),Percentage,242,units,0,v1277978124,1.11.6,62,,,,0
May-19,"Weighted average, cities measured",,6-monoacetylmorphine (6-MAM),Load per capita (grams per one million people per day),Grams per one million people per day,411,units,0,v1277978125,1.12.1,0.17,E,,,2
May-19,"Weighted average, cities measured",,6-monoacetylmorphine (6-MAM),"Lower bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978126,1.12.2,,F,,,2
May-19,"Weighted average, cities measured",,6-monoacetylmorphine (6-MAM),"Upper bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978127,1.12.3,,F,,,2
May-19,"Weighted average, cities measured",,6-monoacetylmorphine (6-MAM),"Standard error, load per capita",Grams per one million people per day,411,units,0,v1277978128,1.12.4,,F,,,2
May-19,"Weighted average, cities measured",,6-monoacetylmorphine (6-MAM),"Imputation rate, load per capita",Percentage,242,units,0,v1277978129,1.12.5,0,,,,0
May-19,"Weighted average, cities measured",,6-monoacetylmorphine (6-MAM),Detection Rate (percentage of samples with positive detection),Percentage,242,units,0,v1277978130,1.12.6,1,,,,0
May-19,"Weighted average, cities measured",,Heroin,Load per capita (grams per one million people per day),Grams per one million people per day,411,units,0,v1277978131,1.13.1,0,E,,,2
May-19,"Weighted average, cities measured",,Heroin,"Lower bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978132,1.13.2,,F,,,2
May-19,"Weighted average, cities measured",,Heroin,"Upper bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978133,1.13.3,,F,,,2
May-19,"Weighted average, cities measured",,Heroin,"Standard error, load per capita",Grams per one million people per day,411,units,0,v1277978134,1.13.4,,F,,,2
May-19,"Weighted average, cities measured",,Heroin,"Imputation rate, load per capita",Percentage,242,units,0,v1277978135,1.13.5,0,,,,0
May-19,"Weighted average, cities measured",,Heroin,Detection Rate (percentage of samples with positive detection),Percentage,242,units,0,v1277978136,1.13.6,0,,,,0
May-19,"Weighted average, cities measured",,Acetylcodeine,Load per capita (grams per one million people per day),Grams per one million people per day,411,units,0,v1277978137,1.14.1,0,E,,,2
May-19,"Weighted average, cities measured",,Acetylcodeine,"Lower bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978138,1.14.2,,F,,,2
May-19,"Weighted average, cities measured",,Acetylcodeine,"Upper bound of the 95% confidence interval, load per capita",Grams per one million people per day,411,units,0,v1277978139,1.14.3,,F,,,2
May-19,"Weighted average, cities measured",,Acetylcodeine,"Standard error, load per capita",Grams per one million people per day,411,units,0,v1277978140,1.14.4,,F,,,2
May-19,"Weighted average, cities measured",,Acetylcodeine,"Imputation rate, load per capita",Percentage,242,units,0,v1277978141,1.14.5,0,,,,0
May-19,"Weighted average, cities measured",,Acetylcodeine,Detection Rate (percentage of samples with positive detection),Percentage,242,units,0,v1277978142,1.14.6,0,,,,0
May-19,"Halifax, Nova Scotia",,THC-COOH (Cannabis metabolite),Load per capita (grams per one million people per day),Grams per one million people per day,411,units,0,v1277978143,2.1.1,610.58,,,,2
